date,store_id,channel,campaign_name,spend,impressions,clicks,leads
2025-11-27,2,Email,Service Reminder,35.63,1111,47,1
2025-11-27,3,Google Ads,Search - Service,203.36,4295,105,4
2025-11-27,3,Meta Ads,Leads - SUVs,128.36,10041,170,5
2025-11-27,3,TikTok,Leads - Shortform,120.53,10317,80,2
2025-11-27,3,Email,Service Reminder,45.9,1173,50,2
2025-11-27,4,Google Ads,Search - Used Cars,137.3,4619,108,6
2025-11-27,4,Meta Ads,Leads - Offers,105.77,4634,90,4
2025-11-27,4,TikTok,Leads - Shortform,57.23,5456,66,1
2025-11-27,4,Email,Service Reminder,23.26,665,17,0
2025-11-28,1,Google Ads,Search - Service,186.13,5667,209,8
2025-11-28,1,Meta Ads,Retargeting,141.75,9850,120,4
2025-11-28,1,TikTok,Awareness - Video,97.8,7912,87,1
2025-11-28,1,Email,Service Reminder,41.19,980,34,1
2025-11-28,2,Google Ads,Search - Brand,187.37,3698,115,4
2025-11-28,2,Meta Ads,Leads - SUVs,120.03,5463,63,3
2025-11-28,2,TikTok,Awareness - Video,78.04,8394,74,1
2025-11-28,2,Email,Newsletter,25.71,1065,47,1
2025-11-28,3,Google Ads,Search - Used Cars,157.3,5935,176,8
2025-11-28,3,Meta Ads,Retargeting,138.54,7460,67,2
2025-11-28,3,TikTok,Leads - Shortform,105.26,7302,87,1
2025-11-28,3,Email,Service Reminder,44.48,1105,22,1
2025-11-28,4,Google Ads,Search - Service,161.4,4847,129,5
2025-11-28,4,Meta Ads,Leads - SUVs,98.05,5316,77,3
2025-11-28,4,TikTok,Leads - Shortform,60.23,5019,52,1
2025-11-28,4,Email,Seasonal Promo,25.63,669,14,0
2025-11-29,1,Google Ads,Search - Service,174.06,7490,167,8
2025-11-29,1,Meta Ads,Leads - SUVs,136.18,6645,88,3
2025-11-29,1,TikTok,Leads - Shortform,82.76,13266,170,6
2025-11-29,1,Email,Service Reminder,35.19,1080,17,0
2025-11-29,2,Google Ads,Search - Brand,241.76,4908,127,6
2025-11-29,2,Meta Ads,Retargeting,170.15,8720,118,5
2025-11-29,2,TikTok,Leads - Shortform,96.97,10266,112,2
2025-11-29,2,Email,Service Reminder,48.14,1354,53,1
2025-11-29,3,Google Ads,Search - Service,220.81,6470,231,10
2025-11-29,3,Meta Ads,Leads - SUVs,181.5,10346,188,6
2025-11-29,3,TikTok,Leads - Shortform,125.93,9058,96,2
2025-11-29,3,Email,Service Reminder,41.57,1256,35,1
2025-11-29,4,Google Ads,Search - Service,131.26,6056,150,6
2025-11-29,4,Meta Ads,Retargeting,137.42,7635,81,3
2025-11-29,4,TikTok,Awareness - Video,91.0,10140,106,3
2025-11-29,4,Email,Seasonal Promo,24.91,998,40,1
2025-11-30,1,Google Ads,Search - Service,225.61,6677,243,13
2025-11-30,1,Meta Ads,Leads - Offers,179.64,10868,104,5
2025-11-30,1,TikTok,Awareness - Video,106.6,8154,51,1
2025-11-30,1,Email,Newsletter,42.66,1134,21,1
2025-11-30,2,Google Ads,Search - Brand,247.12,7636,172,10
2025-11-30,2,Meta Ads,Leads - SUVs,183.19,9724,79,2
2025-11-30,2,TikTok,Awareness - Video,95.73,11677,158,5
2025-11-30,2,Email,Newsletter,46.04,1194,30,0
2025-11-30,3,Google Ads,Search - Brand,204.98,5824,175,11
2025-11-30,3,Meta Ads,Retargeting,176.26,11436,158,5
2025-11-30,3,TikTok,Leads - Shortform,98.44,12062,100,3
2025-11-30,3,Email,Service Reminder,53.07,1548,34,2
2025-11-30,4,Google Ads,Search - Brand,152.46,3997,126,8
2025-11-30,4,Meta Ads,Leads - Offers,101.34,7394,116,5
2025-11-30,4,TikTok,Leads - Shortform,102.09,9232,88,2
2025-11-30,4,Email,Seasonal Promo,32.45,971,29,0
2025-12-01,1,Google Ads,Search - Used Cars,218.99,5400,165,11
2025-12-01,1,Meta Ads,Leads - SUVs,115.17,8582,103,3
2025-12-01,1,TikTok,Leads - Shortform,116.82,10473,115,3
2025-12-01,1,Email,Newsletter,33.89,1096,32,0
2025-12-01,2,Google Ads,Search - Service,137.72,5685,220,14
2025-12-01,2,Meta Ads,Leads - SUVs,148.94,8085,99,3
2025-12-01,2,TikTok,Awareness - Video,106.51,11340,129,3
2025-12-01,2,Email,Service Reminder,39.09,1142,38,1
2025-12-01,3,Google Ads,Search - Used Cars,222.82,7713,301,16
2025-12-01,3,Meta Ads,Leads - Offers,184.28,11097,108,3
2025-12-01,3,TikTok,Leads - Shortform,97.73,9620,117,4
2025-12-01,3,Email,Seasonal Promo,31.25,1163,28,1
2025-12-01,4,Google Ads,Search - Brand,151.41,3322,75,4
2025-12-01,4,Meta Ads,Leads - SUVs,104.97,7053,92,4
2025-12-01,4,TikTok,Awareness - Video,84.98,6479,47,1
2025-12-01,4,Email,Seasonal Promo,21.52,758,17,0
2025-12-02,1,Google Ads,Search - Service,178.19,6115,134,5
2025-12-02,1,Meta Ads,Leads - Offers,122.79,9876,196,8
2025-12-02,1,TikTok,Awareness - Video,106.95,12532,96,2
2025-12-02,1,Email,Seasonal Promo,29.68,1257,41,2
2025-12-02,2,Google Ads,Search - Brand,194.06,5023,175,10
2025-12-02,2,Meta Ads,Leads - Offers,108.31,6770,123,4
2025-12-02,2,TikTok,Leads - Shortform,75.6,6490,49,1
2025-12-02,2,Email,Newsletter,32.97,1071,27,1
2025-12-02,3,Google Ads,Search - Service,190.97,7296,212,14
2025-12-02,3,Meta Ads,Leads - SUVs,174.56,8950,166,7
2025-12-02,3,TikTok,Leads - Shortform,85.11,7358,72,2
2025-12-02,3,Email,Service Reminder,33.48,1410,38,2
2025-12-02,4,Google Ads,Search - Service,147.9,4664,113,8
2025-12-02,4,Meta Ads,Leads - Offers,136.24,7470,149,6
2025-12-02,4,TikTok,Leads - Shortform,91.7,7383,81,2
2025-12-02,4,Email,Service Reminder,28.16,849,35,0
2025-12-03,1,Google Ads,Search - Used Cars,220.74,5648,150,7
2025-12-03,1,Meta Ads,Retargeting,167.96,7059,83,2
2025-12-03,1,TikTok,Awareness - Video,92.69,9699,79,2
2025-12-03,1,Email,Service Reminder,33.89,1333,26,1
2025-12-03,2,Google Ads,Search - Used Cars,165.24,5092,182,11
2025-12-03,2,Meta Ads,Retargeting,177.13,6390,63,2
2025-12-03,2,TikTok,Awareness - Video,105.67,11290,84,3
2025-12-03,2,Email,Service Reminder,39.39,1362,26,1
2025-12-03,3,Google Ads,Search - Used Cars,169.24,5187,223,9
2025-12-03,3,Meta Ads,Retargeting,156.28,7957,170,7
2025-12-03,3,TikTok,Awareness - Video,81.46,10624,83,2
2025-12-03,3,Email,Newsletter,45.91,1022,42,0
2025-12-03,4,Google Ads,Search - Service,144.71,3702,151,6
2025-12-03,4,Meta Ads,Leads - Offers,118.48,7527,171,5
2025-12-03,4,TikTok,Awareness - Video,83.72,6481,48,1
2025-12-03,4,Email,Newsletter,35.99,798,13,0
2025-12-04,1,Google Ads,Search - Brand,221.66,6457,211,12
2025-12-04,1,Meta Ads,Retargeting,177.58,8060,95,3
2025-12-04,1,TikTok,Awareness - Video,97.14,9587,88,1
2025-12-04,1,Email,Seasonal Promo,30.13,1378,58,1
2025-12-04,2,Google Ads,Search - Brand,203.35,4320,150,6
2025-12-04,2,Meta Ads,Retargeting,113.28,8745,103,4
2025-12-04,2,TikTok,Leads - Shortform,91.9,9837,96,3
2025-12-04,2,Email,Service Reminder,36.74,1248,55,1
2025-12-04,3,Google Ads,Search - Service,168.02,8439,212,12
2025-12-04,3,Meta Ads,Leads - SUVs,131.34,10549,168,8
2025-12-04,3,TikTok,Leads - Shortform,94.66,12940,166,4
2025-12-04,3,Email,Seasonal Promo,41.29,1161,22,1
2025-12-04,4,Google Ads,Search - Used Cars,132.3,3735,150,8
2025-12-04,4,Meta Ads,Retargeting,144.84,7694,121,6
2025-12-04,4,TikTok,Leads - Shortform,71.57,9125,114,2
2025-12-04,4,Email,Newsletter,32.59,900,23,1
2025-12-05,1,Google Ads,Search - Used Cars,197.46,8264,303,16
2025-12-05,1,Meta Ads,Leads - SUVs,180.73,6985,99,2
2025-12-05,1,TikTok,Awareness - Video,97.24,10546,83,2
2025-12-05,1,Email,Service Reminder,46.62,1147,36,0
2025-12-05,2,Google Ads,Search - Service,168.79,5198,127,8
2025-12-05,2,Meta Ads,Leads - Offers,149.81,7894,71,2
2025-12-05,2,TikTok,Leads - Shortform,100.72,8778,55,1
2025-12-05,2,Email,Service Reminder,28.51,1365,60,2
2025-12-05,3,Google Ads,Search - Service,177.12,7115,315,20
2025-12-05,3,Meta Ads,Retargeting,158.3,9958,119,3
2025-12-05,3,TikTok,Leads - Shortform,102.15,11038,110,4
2025-12-05,3,Email,Newsletter,33.98,1422,61,2
2025-12-05,4,Google Ads,Search - Brand,149.36,4680,148,9
2025-12-05,4,Meta Ads,Retargeting,103.75,5262,76,4
2025-12-05,4,TikTok,Leads - Shortform,79.07,8943,108,2
2025-12-05,4,Email,Newsletter,35.15,1011,15,0
2025-12-06,1,Google Ads,Search - Service,206.93,6705,276,15
2025-12-06,1,Meta Ads,Retargeting,181.6,10655,212,10
2025-12-06,1,TikTok,Awareness - Video,110.81,9911,137,3
2025-12-06,1,Email,Seasonal Promo,42.01,1349,32,0
2025-12-06,2,Google Ads,Search - Used Cars,242.43,6005,148,7
2025-12-06,2,Meta Ads,Leads - SUVs,203.74,7912,82,2
2025-12-06,2,TikTok,Leads - Shortform,135.19,12157,141,2
2025-12-06,2,Email,Service Reminder,36.75,1718,54,1
2025-12-06,3,Google Ads,Search - Service,295.14,5598,133,7
2025-12-06,3,Meta Ads,Leads - Offers,218.41,12506,188,7
2025-12-06,3,TikTok,Leads - Shortform,108.22,10441,77,2
2025-12-06,3,Email,Newsletter,38.26,1916,32,1
2025-12-06,4,Google Ads,Search - Brand,179.8,6072,219,10
2025-12-06,4,Meta Ads,Leads - Offers,142.38,5963,103,4
2025-12-06,4,TikTok,Awareness - Video,88.44,7387,49,0
2025-12-06,4,Email,Newsletter,37.77,994,41,1
2025-12-07,1,Google Ads,Search - Brand,203.39,7245,278,18
2025-12-07,1,Meta Ads,Leads - SUVs,210.29,11553,135,4
2025-12-07,1,TikTok,Awareness - Video,101.19,14451,200,5
2025-12-07,1,Email,Newsletter,43.54,1270,30,1
2025-12-07,2,Google Ads,Search - Brand,215.87,7569,159,10
2025-12-07,2,Meta Ads,Leads - Offers,187.71,7702,122,5
2025-12-07,2,TikTok,Awareness - Video,100.16,10165,122,3
2025-12-07,2,Email,Newsletter,36.99,1252,30,1
2025-12-07,3,Google Ads,Search - Brand,265.75,6874,231,9
2025-12-07,3,Meta Ads,Leads - Offers,183.38,13493,214,6
2025-12-07,3,TikTok,Leads - Shortform,118.27,12638,109,2
2025-12-07,3,Email,Newsletter,56.87,1447,24,1
2025-12-07,4,Google Ads,Search - Service,171.44,3992,76,4
2025-12-07,4,Meta Ads,Leads - SUVs,151.2,5879,87,3
2025-12-07,4,TikTok,Leads - Shortform,100.86,10327,91,2
2025-12-07,4,Email,Newsletter,32.25,1353,55,2
2025-12-08,1,Google Ads,Search - Brand,175.47,5593,182,9
2025-12-08,1,Meta Ads,Leads - Offers,137.38,9033,127,4
2025-12-08,1,TikTok,Awareness - Video,94.66,10966,152,5
2025-12-08,1,Email,Seasonal Promo,48.95,1345,56,1
2025-12-08,2,Google Ads,Search - Service,165.82,6788,138,6
2025-12-08,2,Meta Ads,Leads - SUVs,188.31,7708,119,3
2025-12-08,2,TikTok,Awareness - Video,76.77,10148,79,2
2025-12-08,2,Email,Seasonal Promo,41.66,944,21,0
2025-12-08,3,Google Ads,Search - Service,185.49,5971,121,7
2025-12-08,3,Meta Ads,Retargeting,208.55,6520,125,5
2025-12-08,3,TikTok,Leads - Shortform,84.86,12994,93,2
2025-12-08,3,Email,Newsletter,35.56,1288,24,0
2025-12-08,4,Google Ads,Search - Brand,179.79,4736,148,9
2025-12-08,4,Meta Ads,Leads - Offers,137.39,7073,73,3
2025-12-08,4,TikTok,Leads - Shortform,89.7,5926,69,1
2025-12-08,4,Email,Newsletter,35.14,989,37,1
2025-12-09,1,Google Ads,Search - Brand,238.3,7780,308,17
2025-12-09,1,Meta Ads,Leads - SUVs,155.69,9587,184,7
2025-12-09,1,TikTok,Awareness - Video,83.22,12418,154,5
2025-12-09,1,Email,Newsletter,35.92,1406,44,2
2025-12-09,2,Google Ads,Search - Brand,183.37,6931,273,16
2025-12-09,2,Meta Ads,Leads - SUVs,175.32,7622,68,3
2025-12-09,2,TikTok,Leads - Shortform,104.83,12041,113,2
2025-12-09,2,Email,Service Reminder,37.48,915,16,0
2025-12-09,3,Google Ads,Search - Used Cars,226.56,5075,145,7
2025-12-09,3,Meta Ads,Leads - Offers,154.39,6948,78,3
2025-12-09,3,TikTok,Leads - Shortform,105.64,11330,89,2
2025-12-09,3,Email,Seasonal Promo,33.2,1641,33,1
2025-12-09,4,Google Ads,Search - Service,186.88,6119,161,7
2025-12-09,4,Meta Ads,Retargeting,139.79,6956,127,6
2025-12-09,4,TikTok,Leads - Shortform,79.52,5493,40,1
2025-12-09,4,Email,Service Reminder,31.51,1075,39,1
2025-12-10,1,Google Ads,Search - Service,198.56,8128,342,20
2025-12-10,1,Meta Ads,Leads - Offers,165.76,7923,88,3
2025-12-10,1,TikTok,Leads - Shortform,114.33,11418,102,3
2025-12-10,1,Email,Seasonal Promo,32.09,1449,43,2
2025-12-10,2,Google Ads,Search - Brand,198.76,5718,218,14
2025-12-10,2,Meta Ads,Retargeting,158.32,7851,152,6
2025-12-10,2,TikTok,Awareness - Video,118.49,11929,85,2
2025-12-10,2,Email,Seasonal Promo,37.72,1544,31,1
2025-12-10,3,Google Ads,Search - Service,168.46,6942,201,8
2025-12-10,3,Meta Ads,Retargeting,183.72,9161,180,7
2025-12-10,3,TikTok,Leads - Shortform,100.7,13249,132,2
2025-12-10,3,Email,Seasonal Promo,39.66,1133,34,1
2025-12-10,4,Google Ads,Search - Used Cars,188.28,5029,222,14
2025-12-10,4,Meta Ads,Leads - SUVs,149.76,5293,61,3
2025-12-10,4,TikTok,Awareness - Video,82.92,9828,90,2
2025-12-10,4,Email,Service Reminder,28.8,930,40,1
2025-12-11,1,Google Ads,Search - Used Cars,224.69,7499,198,8
2025-12-11,1,Meta Ads,Retargeting,161.11,9070,145,7
2025-12-11,1,TikTok,Leads - Shortform,99.44,11884,108,3
2025-12-11,1,Email,Seasonal Promo,33.14,1296,19,0
2025-12-11,2,Google Ads,Search - Used Cars,169.48,4963,98,5
2025-12-11,2,Meta Ads,Retargeting,162.62,7580,134,4
2025-12-11,2,TikTok,Leads - Shortform,79.96,7735,91,3
2025-12-11,2,Email,Newsletter,42.46,1148,49,2
2025-12-11,3,Google Ads,Search - Used Cars,259.46,7557,165,10
2025-12-11,3,Meta Ads,Leads - SUVs,185.11,11344,108,4
2025-12-11,3,TikTok,Awareness - Video,133.0,8119,48,1
2025-12-11,3,Email,Newsletter,44.32,1319,42,1
2025-12-11,4,Google Ads,Search - Brand,133.83,5745,140,6
2025-12-11,4,Meta Ads,Leads - SUVs,144.99,7420,132,6
2025-12-11,4,TikTok,Leads - Shortform,63.38,8722,101,3
2025-12-11,4,Email,Service Reminder,33.42,1124,37,1
2025-12-12,1,Google Ads,Search - Used Cars,226.68,8179,324,16
2025-12-12,1,Meta Ads,Retargeting,163.44,6711,130,4
2025-12-12,1,TikTok,Leads - Shortform,110.9,8159,66,1
2025-12-12,1,Email,Service Reminder,42.34,1385,22,0
2025-12-12,2,Google Ads,Search - Used Cars,234.42,5919,143,8
2025-12-12,2,Meta Ads,Leads - Offers,131.8,10179,151,7
2025-12-12,2,TikTok,Awareness - Video,108.34,6819,68,1
2025-12-12,2,Email,Newsletter,45.39,1061,18,0
2025-12-12,3,Google Ads,Search - Service,257.36,8618,342,23
2025-12-12,3,Meta Ads,Leads - SUVs,182.43,7709,121,5
2025-12-12,3,TikTok,Leads - Shortform,106.2,12061,140,3
2025-12-12,3,Email,Service Reminder,44.72,1095,21,1
2025-12-12,4,Google Ads,Search - Brand,176.34,5391,209,9
2025-12-12,4,Meta Ads,Retargeting,140.01,5631,98,2
2025-12-12,4,TikTok,Awareness - Video,60.16,6339,38,1
2025-12-12,4,Email,Seasonal Promo,33.65,994,31,1
2025-12-13,1,Google Ads,Search - Brand,184.08,5864,161,10
2025-12-13,1,Meta Ads,Retargeting,181.26,7562,70,2
2025-12-13,1,TikTok,Leads - Shortform,118.37,8936,77,1
2025-12-13,1,Email,Newsletter,54.47,1532,34,1
2025-12-13,2,Google Ads,Search - Brand,240.56,8428,374,19
2025-12-13,2,Meta Ads,Retargeting,188.41,7224,135,5
2025-12-13,2,TikTok,Awareness - Video,82.33,9016,96,2
2025-12-13,2,Email,Newsletter,48.95,1721,30,1
2025-12-13,3,Google Ads,Search - Used Cars,228.68,7873,239,15
2025-12-13,3,Meta Ads,Leads - Offers,145.83,8527,104,5
2025-12-13,3,TikTok,Awareness - Video,130.06,9649,73,2
2025-12-13,3,Email,Seasonal Promo,58.54,1729,73,3
2025-12-13,4,Google Ads,Search - Brand,167.42,5942,221,10
2025-12-13,4,Meta Ads,Retargeting,134.97,9019,137,4
2025-12-13,4,TikTok,Leads - Shortform,92.47,6499,51,2
2025-12-13,4,Email,Newsletter,25.78,1154,43,1
2025-12-14,1,Google Ads,Search - Brand,270.7,5192,100,4
2025-12-14,1,Meta Ads,Leads - Offers,208.04,7117,104,4
2025-12-14,1,TikTok,Leads - Shortform,103.62,9310,57,1
2025-12-14,1,Email,Newsletter,51.65,1788,32,0
2025-12-14,2,Google Ads,Search - Service,245.46,8092,345,13
2025-12-14,2,Meta Ads,Leads - Offers,171.63,10668,149,6
2025-12-14,2,TikTok,Awareness - Video,118.38,11772,128,3
2025-12-14,2,Email,Seasonal Promo,31.46,1534,24,1
2025-12-14,3,Google Ads,Search - Service,274.22,8268,368,21
2025-12-14,3,Meta Ads,Leads - Offers,195.21,9317,85,4
2025-12-14,3,TikTok,Awareness - Video,97.51,10603,89,2
2025-12-14,3,Email,Service Reminder,50.24,1945,74,1
2025-12-14,4,Google Ads,Search - Service,148.92,4944,220,14
2025-12-14,4,Meta Ads,Retargeting,145.2,9049,151,7
2025-12-14,4,TikTok,Awareness - Video,101.54,9818,61,2
2025-12-14,4,Email,Service Reminder,38.88,842,28,0
2025-12-15,1,Google Ads,Search - Used Cars,152.77,5677,127,5
2025-12-15,1,Meta Ads,Retargeting,167.61,8196,126,6
2025-12-15,1,TikTok,Leads - Shortform,88.67,8495,78,1
2025-12-15,1,Email,Newsletter,39.73,1170,46,0
2025-12-15,2,Google Ads,Search - Brand,185.46,4255,171,8
2025-12-15,2,Meta Ads,Retargeting,130.4,5617,53,2
2025-12-15,2,TikTok,Awareness - Video,92.68,9947,102,3
2025-12-15,2,Email,Service Reminder,43.15,1167,44,1
2025-12-15,3,Google Ads,Search - Brand,230.97,6111,129,8
2025-12-15,3,Meta Ads,Retargeting,157.22,9666,157,7
2025-12-15,3,TikTok,Leads - Shortform,91.19,8910,55,1
2025-12-15,3,Email,Newsletter,43.43,1403,48,2
2025-12-15,4,Google Ads,Search - Used Cars,133.28,3333,66,2
2025-12-15,4,Meta Ads,Leads - SUVs,90.48,6368,106,4
2025-12-15,4,TikTok,Leads - Shortform,89.43,7166,94,2
2025-12-15,4,Email,Service Reminder,27.42,1029,29,1
2025-12-16,1,Google Ads,Search - Brand,150.51,7194,173,11
2025-12-16,1,Meta Ads,Leads - SUVs,166.01,7100,57,1
2025-12-16,1,TikTok,Awareness - Video,81.51,10771,115,3
2025-12-16,1,Email,Newsletter,29.55,1233,49,1
2025-12-16,2,Google Ads,Search - Brand,140.48,3889,159,6
2025-12-16,2,Meta Ads,Leads - SUVs,130.13,8480,81,4
2025-12-16,2,TikTok,Leads - Shortform,83.96,7179,81,3
2025-12-16,2,Email,Newsletter,31.16,1065,40,1
2025-12-16,3,Google Ads,Search - Used Cars,178.61,7747,194,7
2025-12-16,3,Meta Ads,Leads - Offers,172.66,10275,111,3
2025-12-16,3,TikTok,Leads - Shortform,101.96,7858,82,2
2025-12-16,3,Email,Service Reminder,32.27,1285,25,0
2025-12-16,4,Google Ads,Search - Used Cars,141.27,3745,101,4
2025-12-16,4,Meta Ads,Retargeting,97.36,6943,102,5
2025-12-16,4,TikTok,Leads - Shortform,58.51,9202,93,2
2025-12-16,4,Email,Newsletter,28.41,831,14,0
2025-12-17,1,Google Ads,Search - Brand,152.23,5742,152,7
2025-12-17,1,Meta Ads,Retargeting,172.15,5969,98,4
2025-12-17,1,TikTok,Leads - Shortform,81.22,6831,76,2
2025-12-17,1,Email,Newsletter,40.3,1345,21,0
2025-12-17,2,Google Ads,Search - Used Cars,145.23,6377,277,17
2025-12-17,2,Meta Ads,Leads - SUVs,148.07,8022,131,3
2025-12-17,2,TikTok,Leads - Shortform,106.01,6613,51,0
2025-12-17,2,Email,Service Reminder,42.49,1317,31,1
2025-12-17,3,Google Ads,Search - Brand,152.61,7824,190,10
2025-12-17,3,Meta Ads,Retargeting,184.67,9630,154,5
2025-12-17,3,TikTok,Awareness - Video,85.38,9910,84,2
2025-12-17,3,Email,Service Reminder,33.87,1588,39,1
2025-12-17,4,Google Ads,Search - Used Cars,162.23,3681,149,6
2025-12-17,4,Meta Ads,Leads - SUVs,117.1,5866,85,3
2025-12-17,4,TikTok,Leads - Shortform,62.19,5519,75,1
2025-12-17,4,Email,Newsletter,34.72,731,18,0
2025-12-18,1,Google Ads,Search - Used Cars,217.84,4952,165,7
2025-12-18,1,Meta Ads,Leads - Offers,181.78,6828,131,5
2025-12-18,1,TikTok,Awareness - Video,92.06,11336,155,5
2025-12-18,1,Email,Newsletter,33.09,1501,61,2
2025-12-18,2,Google Ads,Search - Service,191.57,5572,167,9
2025-12-18,2,Meta Ads,Retargeting,140.94,8545,160,8
2025-12-18,2,TikTok,Awareness - Video,84.07,9165,73,1
2025-12-18,2,Email,Seasonal Promo,41.49,1183,32,1
2025-12-18,3,Google Ads,Search - Brand,210.86,5962,215,13
2025-12-18,3,Meta Ads,Leads - Offers,150.15,7477,128,6
2025-12-18,3,TikTok,Awareness - Video,97.55,8879,122,4
2025-12-18,3,Email,Newsletter,47.44,1063,28,1
2025-12-18,4,Google Ads,Search - Used Cars,132.19,4282,119,8
2025-12-18,4,Meta Ads,Retargeting,93.78,5036,42,1
2025-12-18,4,TikTok,Leads - Shortform,74.39,7648,74,2
2025-12-18,4,Email,Service Reminder,28.4,822,29,1
2025-12-19,1,Google Ads,Search - Service,213.74,5362,113,6
2025-12-19,1,Meta Ads,Leads - SUVs,170.21,8474,132,6
2025-12-19,1,TikTok,Awareness - Video,87.57,11339,126,2
2025-12-19,1,Email,Newsletter,38.28,1405,57,2
2025-12-19,2,Google Ads,Search - Service,176.3,3750,148,9
2025-12-19,2,Meta Ads,Leads - Offers,146.12,5007,53,1
2025-12-19,2,TikTok,Awareness - Video,64.99,6575,88,3
2025-12-19,2,Email,Newsletter,32.77,840,21,0
2025-12-19,3,Google Ads,Search - Brand,172.47,5134,101,4
2025-12-19,3,Meta Ads,Leads - SUVs,124.09,9947,118,5
2025-12-19,3,TikTok,Awareness - Video,82.54,12294,128,2
2025-12-19,3,Email,Newsletter,44.47,1188,28,0
2025-12-19,4,Google Ads,Search - Brand,144.49,3448,127,8
2025-12-19,4,Meta Ads,Leads - Offers,114.33,6896,94,3
2025-12-19,4,TikTok,Awareness - Video,58.62,7268,49,1
2025-12-19,4,Email,Newsletter,30.31,877,26,0
2025-12-20,1,Google Ads,Search - Service,191.76,7092,260,15
2025-12-20,1,Meta Ads,Leads - Offers,141.97,7912,126,4
2025-12-20,1,TikTok,Awareness - Video,83.63,10469,91,3
2025-12-20,1,Email,Seasonal Promo,51.19,1566,38,1
2025-12-20,2,Google Ads,Search - Brand,175.35,5347,130,5
2025-12-20,2,Meta Ads,Retargeting,180.78,7960,82,2
2025-12-20,2,TikTok,Leads - Shortform,106.85,9638,81,1
2025-12-20,2,Email,Seasonal Promo,29.85,1164,34,1
2025-12-20,3,Google Ads,Search - Used Cars,272.42,6494,240,13
2025-12-20,3,Meta Ads,Retargeting,211.52,9974,92,3
2025-12-20,3,TikTok,Leads - Shortform,91.24,13575,183,5
2025-12-20,3,Email,Newsletter,42.71,1504,36,0
2025-12-20,4,Google Ads,Search - Brand,130.18,5409,201,12
2025-12-20,4,Meta Ads,Leads - Offers,110.07,7655,73,2
2025-12-20,4,TikTok,Awareness - Video,71.87,9427,102,2
2025-12-20,4,Email,Newsletter,25.76,1142,31,1
2025-12-21,1,Google Ads,Search - Brand,168.66,8196,355,21
2025-12-21,1,Meta Ads,Leads - SUVs,162.59,11248,171,6
2025-12-21,1,TikTok,Leads - Shortform,100.3,8700,107,3
2025-12-21,1,Email,Service Reminder,33.11,1563,39,1
2025-12-21,2,Google Ads,Search - Brand,239.57,6321,167,10
2025-12-21,2,Meta Ads,Leads - SUVs,164.24,8834,76,2
2025-12-21,2,TikTok,Awareness - Video,100.37,6832,82,2
2025-12-21,2,Email,Newsletter,46.13,1113,45,2
2025-12-21,3,Google Ads,Search - Used Cars,209.46,5881,255,10
2025-12-21,3,Meta Ads,Retargeting,164.31,9964,185,9
2025-12-21,3,TikTok,Awareness - Video,128.09,12013,77,2
2025-12-21,3,Email,Newsletter,48.48,1631,36,1
2025-12-21,4,Google Ads,Search - Service,173.34,5276,102,6
2025-12-21,4,Meta Ads,Leads - Offers,143.02,8010,77,4
2025-12-21,4,TikTok,Awareness - Video,89.82,9442,130,5
2025-12-21,4,Email,Service Reminder,34.77,1139,46,1
2025-12-22,1,Google Ads,Search - Used Cars,216.81,6894,128,6
2025-12-22,1,Meta Ads,Retargeting,110.77,8665,89,3
2025-12-22,1,TikTok,Leads - Shortform,82.27,8957,80,2
2025-12-22,1,Email,Seasonal Promo,34.81,1392,51,1
2025-12-22,2,Google Ads,Search - Service,207.18,6273,124,6
2025-12-22,2,Meta Ads,Leads - Offers,153.57,7598,79,3
2025-12-22,2,TikTok,Leads - Shortform,100.68,9084,117,3
2025-12-22,2,Email,Seasonal Promo,24.75,1100,30,1
2025-12-22,3,Google Ads,Search - Service,216.97,5294,127,7
2025-12-22,3,Meta Ads,Leads - Offers,126.74,9715,193,7
2025-12-22,3,TikTok,Leads - Shortform,101.28,7073,66,1
2025-12-22,3,Email,Service Reminder,37.15,1499,44,2
2025-12-22,4,Google Ads,Search - Used Cars,167.86,4253,167,7
2025-12-22,4,Meta Ads,Retargeting,107.13,6466,119,4
2025-12-22,4,TikTok,Awareness - Video,57.32,4794,48,1
2025-12-22,4,Email,Seasonal Promo,32.05,855,36,1
2025-12-23,1,Google Ads,Search - Used Cars,148.08,6153,211,9
2025-12-23,1,Meta Ads,Leads - Offers,141.71,7398,67,2
2025-12-23,1,TikTok,Leads - Shortform,108.75,7233,88,2
2025-12-23,1,Email,Newsletter,35.49,950,31,1
2025-12-23,2,Google Ads,Search - Service,162.15,5335,127,8
2025-12-23,2,Meta Ads,Leads - SUVs,155.86,5037,97,3
2025-12-23,2,TikTok,Awareness - Video,97.86,10234,107,2
2025-12-23,2,Email,Service Reminder,31.49,1123,50,1
2025-12-23,3,Google Ads,Search - Brand,223.75,5274,157,7
2025-12-23,3,Meta Ads,Retargeting,126.23,5910,60,2
2025-12-23,3,TikTok,Leads - Shortform,79.5,9328,88,3
2025-12-23,3,Email,Service Reminder,36.23,1055,32,1
2025-12-23,4,Google Ads,Search - Used Cars,147.25,5233,151,7
2025-12-23,4,Meta Ads,Leads - SUVs,95.5,6259,113,5
2025-12-23,4,TikTok,Leads - Shortform,79.08,6980,42,1
2025-12-23,4,Email,Seasonal Promo,25.71,851,30,1
